"gx" "gy" 
"ALLOZE" 246.67 359.17
"SEMEGA" 72.98 445
"MESUNA" 188.94 72.72
"AGROIN" 466.29 0.83
"AGROHO" 245.05 94.38
"PSYCDU" 98.58 113.27
"HUMBLA" 300.69 82.05
"AGROIN" 202.29 34.69
"SHORDI" 488.14 158.43
"SYZYNE" 91.75 490.23
"URANAP" 307.2 108.82
"HUMBLA" 444.36 471.14
"SHORWO" 394.01 463.99
"HUMBLA" 419.62 378.63
"EUPHLO" 109.12 419.47
"MESUNA" 206.55 311.14
"NARGMA" 246.68 19.46
"HUMBLA" 449.92 238.47
"SEMESU" 288.64 7.27
"LITSIT" 396.94 45.69
"UNIDEN" 425.49 419.76
"AGROIN" 98.55 85.71
"GARCHE" 191.58 173.7
"AGROIN" 199.22 323.86
"PALAPE" 378.71 283.11
"HUMBLA" 14.62 86.37
"TRICER" 118.5 322.28
"SHORDI" 454.91 131.08
"UROPEL" 114.23 267.06
"AGROHO" 83.4 57.31
"GLENUN" 346.69 52.09
"SHORWO" 418.65 370.85
"MESUFE" 169.59 44.25
"AGROIN" 212.67 85.47
"UROPEL" 96.62 135.58
"GOMPSE" 11.72 237.88
"GARCMO" 479.38 335.34
"AGROIN" 115.79 354.9
"AGROIN" 223.08 54.12
"GAERRO" 84.36 399.43
"HUMBLA" 409.92 7.78
"LEEAIN" 5.56 345.73
"AGROIN" 121.48 350
"AGROIN" 314.17 55
"SHORAF" 459.73 315.98
"SHORAF" 372.72 97.17
"GAERVA" 27.59 142.02
"HUMBLA" 102.21 81.14
"SHORAF" 371.53 3.02
"MESUNA" 381.42 91.75
"GARCHE" 67.98 98.65
"AGROIN" 304.71 3.35
"MESUNA" 190.37 24.55
"AGROIN" 409.25 415.98
"APAMSI" 55.17 456.75
"HUMBLA" 152.55 347.5
"SHORME" 154.43 3.28
"CHAECO" 35.33 494.65
"HUMBLA" 381.44 208.13
"SEMEAC" 53.4 294.75
"SYMPCO" 131.92 442.5
"MEMERO" 438.81 165.67
"HUMBLA" 420.29 466.31
"SHORDI" 470.09 207.86
"GARCHE" 145.51 204.81
"CULLCE" 116.51 66.73
"SCHUCA" 15.46 171.18
"GARCHE" 32.46 262.48
"GARCTE" 181.57 354.52
"SHORWO" 493.01 249.73
"MEMERO" 76.07 31.2
"XYLOCH" 496.14 363.94
"AGROIN" 428.82 353.76
"MESUNA" 378.39 52.02
"HYDNOC" 34.77 5.77
"SCHUCA" 300 330.52
"HUMBLA" 413.09 287.55
"GARCHE" 110.63 107.69
"PALACA" 153.49 366.73
"SHORAF" 488.84 454.6
"AGROIN" 488.29 476.06
"HUMBLA" 7.5 466.35
"GARCMO" 181.09 182.72
"GLENUN" 351.52 415.64
"MANGZE" 150.28 183.5
"HUMBLA" 482.52 474.66
"AGROIN" 67.5 93.16
"SHORWO" 434.48 166.7
"PALATH" 375.42 109.76
"DYSOBI" 311.44 78.57
"GARCHE" 19.55 471.43
"CALOTH" 215.82 87.59
"MESUFE" 499.11 323.67
"AGROIN" 279.47 114.55
"HUMBLA" 374.46 115.05
"HOPEJU" 377.11 467.14
"CHAECA" 290.66 322.2
"MESUNA" 482.87 413.6
"SHORWO" 423.08 469.66
"SHORDI" 498.21 396.05
"DIOSAC" 398.58 338.05
"HUMBLA" 13.76 78.94
"GARCHE" 23.03 210.94
"ANISCI" 11.71 165.69
"SYZYNE" 62.94 211.71
"NARGMA" 323.53 157.64
"SHORTR" 60.19 185
"MESUNA" 222.82 323.38
"PSYCNI" 7 191.98
"POMETO" 214.13 393.24
"AGROIN" 76.94 87.69
"GARCHE" 295 474.95
"GARCHE" 103.07 230.09
"SYZYNE" 311.84 71.86
"SHORTR" 85.05 170.96
"ACTIAL" 10.88 264.2
"HUMBLA" 101.33 62.68
"BHESCE" 306.95 208.43
"CULLCE" 478.18 210.54
"HUMBLA" 458.4 495.09
"GOMPSE" 85.04 324.74
"HUMBLA" 207.94 83.01
"HUMBLA" 405.13 250.97
"SEMEWA" 173.3 457.67
"AGROIN" 421.27 463.18
"HUMBLA" 367.94 361.81
"AGROIN" 227.2 38.13
"IXORJU" 170.97 23.93
"SHORAF" 110.3 380.22
"AGROIN" 478.13 102.67
"HUMBLA" 480.87 264.19
"ERYTOB" 279.81 264.75
"AGROIN" 443.73 488.71
"PALAPE" 395.03 38.61
"MESUNA" 403.55 292.83
"MASTTE" 222.67 376.61
"MESUNA" 427.57 182.73
"CALOTH" 204.1 77.38
"EUPHLO" 314.13 237.84
"UROPEL" 95.38 478.52
"SHORCR" 347.37 257.17
"PALACA" 39.37 481.07
"CALOTH" 350.61 370.78
"CINNVE" 390.38 422.84
"AGROIN" 456.67 379.25
"HUMBLA" 19.12 491.92
"APAMSI" 179.5 198.28
"SYZYSP" 100.05 396.52
"SHORTR" 4.31 364.9
"DIOSAC" 264.83 124
"MESUFE" 431.57 223.33
"CULLCE" 327.17 118.71
"UNIDEN" 104.39 289.27
"MESUNA" 161.9 322.03
"SYZYSP" 173.65 261.3
"HUMBLA" 499.42 250.69
"CULLCE" 265.22 216.11
"PSYCNI" 309.09 388.1
"AGROIN" 473.13 457.03
"GAERVA" 142.27 483.4
"HUMBLA" 468.3 344.72
"PALAPE" 430.83 32.39
"HUMBLA" 417.07 253.88
"MESUNA" 110 184.55
"AGROHO" 86.54 56.11
"CULLRO" 421.77 150.4
"SHORCR" 189.39 36.06
"AGROIN" 383.91 22.11
"MEMEAR" 477.6 3.88
"UNIDEN" 486.15 472.77
"SHORST" 383.75 190.68
"MESUFE" 480.56 335.78
"HUMBLA" 325.37 86.32
"SHORDI" 359.06 300.31
"MESUNA" 349.8 120.56
"DYSOPE" 152.8 134.65
"SHORAF" 457.59 378.87
"SHORDI" 353.39 102.76
"UNIDEN" 463.08 135.19
"GARCHE" 293.49 220.43
"UNIDEN" 32.9 197.35
"CULLCE" 260.53 304.08
"SHORWO" 495.19 247.03
"PALATH" 465 419.69
"HUMBLA" 478.55 25.51
"XYLOCH" 286.84 446
"UROPEL" 80.88 224.22
"MESUNA" 425.36 285.2
"PSYCNI" 270.97 381.19
"CALOTH" 332.95 312.8
"APAMSI" 203.82 150.71
"UROPEL" 15 362.73
"SHORWO" 445.64 166.41
"SHORCR" 291 42.08
"PALAPE" 407.12 409.56
"HUMBLA" 391.67 159.95
"XYLOCH" 299.81 364.02
"UROPEL" 281.65 170.98
"AGROHO" 182 20.77
"MESUNA" 365.94 60.51
"GAERVA" 104.35 460.63
"CULLCE" 369.76 139.23
"SHORST" 89.43 162.43
"AGROIN" 191.57 11.78
"HUMBLA" 402.54 335.45
"PALAPE" 455.27 416.1
"MESUNA" 417.23 63.2
"SEMEWA" 488.57 223.21
"SEMESU" 17.45 232.45
"GOMPTE" 46.04 20
"AGROHO" 33.05 68.46
"SHORDI" 466.91 407.73
"SHORDI" 288 73.81
"GARCHE" 52.43 101.88
"SHORAF" 485.29 69.48
"AGROHO" 77.12 58.59
"PSYCNI" 58.87 418.5
"PSYCDU" 103.85 309.17
"LITSIT" 496.73 275.69
"SYZYNE" 199.5 452.84
"CINNCA" 25 266.57
"PSYCNI" 64.14 422.73
"MEMERO" 22.45 89.55
"MESUNA" 469.95 139.67
"SHORDI" 362.54 175.3
"XYLOCH" 163.94 298.45
"MESUFE" 344.25 450.11
"MESUNA" 393.14 140
"AGROIN" 229.8 21.46
"CULLCE" 160.96 434.33
"MESUNA" 265.4 31.61
"HUMBLA" 468.38 257.18
"AGROHO" 173.45 92.86
"GAERVA" 132.16 139.67
"HUMBLA" 360.26 454.74
"MESUNA" 461.16 83.97
"AGROIN" 196.62 338.52
"AGROIN" 258.27 0.82
"MESUNA" 435.8 395.86
"SHORAF" 383.3 291.98
"SHORME" 179.59 33.35
"NARGMA" 455.22 170.83
"AGROIN" 186.91 76.91
"CARACA" 0.23 236.92
"MESUFE" 267.06 91.92
"HUMBLA" 15.62 32.1
"PALACA" 176.87 4.16
"SHORAF" 421.11 193.86
"NARGMA" 462.9 378.76
"SHORTR" 102.64 495.3
"SHORDI" 412.16 436.6
"GARCHE" 415.44 487.94
"SYZYWI" 124.61 236.63
"HUMBLA" 128.7 361.7
"LITSIT" 213.76 456.82
"GARCHE" 219.22 18.77
"SHORAF" 493.52 150.35
"APAMSI" 114.76 251.94
"CALOTH" 316.56 57.33
"GOMPSE" 91.08 217.88
"HUMBLA" 444.91 204.05
"MESUNA" 20.75 461.62
"GARCHE" 444.27 106.5
"PALAPE" 494.55 74.95
"CULLCE" 413.49 454.06
"PSYCDU" 365.42 41
"PSEUCH" 269.54 380.7
"MESUNA" 451.08 307.27
"MESUFE" 494.23 219.79
"AGROHO" 159.96 13.95
"UNIDEN" 454.82 425.1
"SEMESU" 412.41 104.67
"HOPEJU" 448.48 134.7
"PSYCNI" 45 150.73
"AGROHO" 112.69 75.92
"AGROIN" 409.65 384.02
"SCHUCA" 12.99 268.78
"AGROHO" 116.6 78.62
"SHORWO" 364.15 177.3
"MESUFE" 168.96 51.67
"CHAECA" 70.41 301
"TRICER" 26.47 204.14
"DIOSAC" 453.88 66.13
"CULLCE" 276.93 222.18
"AGROIN" 388.87 111.5
"SHORME" 349.96 262.67
"HUMBLA" 26.51 95.59
"MESUNA" 436.74 331.67
"HUMBLA" 469.64 149.86
"AGROHO" 166.27 83.78
"SHORWO" 176.83 323.3
"MESUNA" 465.39 463.98
"UNIDEN" 287.59 210.52
"ELAESU" 206.46 196.2
"SCHUCA" 286.08 195.09
"SHORDI" 499.61 161.7
"HUMBLA" 377.59 119.29
"SHORST" 454.92 268.66
"UNIDEN" 54.72 35.51
"MESUNA" 196.55 325.5
"UROPEL" 228.99 209.8
"PSYCNI" 89.66 463.9
"GAERRO" 81.52 403.26
"SHORCR" 120.91 265.18
"MEMEAR" 363.3 203.46
"HUMBLA" 33.15 113.58
"BHESCE" 302.57 9.05
"SHORDI" 482.79 200.79
"AGROIN" 188.95 94.58
"AGROIN" 391.29 170.7
"CULLCE" 198.08 89.47
"MEMESY" 486.83 97.79
"HUMBLA" 353.36 113.87
"UNIDEN" 73.3 186.13
"SYZYLI" 282.79 374
"SHORWO" 466.55 163.67
"GARCHE" 444.48 426.85
"SEMEGA" 75.64 169.27
"MESUFE" 169.62 121.93
"SYMPHI" 60.48 142.06
"ANISCI" 342.32 363.37
"CRYPWI" 246.84 434.02
"PALACA" 139.3 413.21
"MESUNA" 433.08 136.46
"HOPEJU" 431.65 124.7
"SHORDI" 300.3 98.33
"SHORME" 247.07 104.72
"SYZYNE" 288.06 380.59
"BHESCE" 99.2 232.43
"HUMBLA" 389.48 187.77
"SHORME" 418.16 311.62
"GAERVA" 166.18 142.86
"PALACA" 152.66 477.34
"HOPEJU" 307.4 118.79
"PSYCNI" 128.24 140.26
"PSYCNI" 3.56 143.56
"PALACA" 251.45 248.79
"DIOSHI" 234.2 202.6
"AGROIN" 487.15 359.45
"GAERRO" 7.75 189.15
"UROPEL" 144.5 266.63
"SHORDI" 6.95 74.8
"SHORCR" 336.35 374.62
"DIOSAC" 471.52 105.05
"SHORTR" 212.81 233.3
"MEMEAR" 268.62 494.5
"MESUNA" 325.99 94.54
"MESUNA" 332.45 31.1
"CINNDU" 132.67 114.4
"PALACA" 128.93 312.96
"AGROIN" 227.5 33.89
"HUMBLA" 185.78 337.38
"CALOTH" 185 37.02
"SHORAF" 494.11 18.27
"SHORWO" 486.85 260
"MESUNA" 401.9 190.53
"AGROHO" 93.78 69.08
"CALOTH" 380.41 6.37
"SHORDI" 453.42 191.72
"SEMEGA" 238.36 426.98
"GARCHE" 423.25 405.54
"SYZYSP" 251.65 46.07
"GARCHE" 228.83 326.81
"MESUNA" 377.84 86.23
"SYZYNE" 333.07 309.75
"SHORME" 130.67 89.59
"HORSIR" 113.04 107.41
"SHORDI" 401.79 73.62
"ANISCI" 371.61 473.66
"AGROHO" 194.96 24.51
"MESUNA" 482.72 116.42
"PSEUCH" 203.96 62.27
"SYZYLI" 2.8 177.55
"MEMERO" 285.31 20.14
"APORCA" 167.48 295.9
"SHORWO" 463.43 297.74
"HUMBLA" 390.96 352.71
"CALOTH" 379.22 6.91
"AGROHO" 85.8 71.4
"LEEAIN" 47.3 287.5
"CRYPWI" 7.36 171.3
"PSYCNI" 60.81 169.4
"SEMEWA" 222.98 30.19
"MEMERO" 241.72 330.39
"UROPEL" 204.85 420.24
"XYLOCH" 115.9 164.33
"MESUNA" 191.11 338.8
"SEMESU" 162.78 300
"AGROHO" 174.16 24.29
"SHORWO" 442.45 333.88
"SHORAF" 428.86 316.42
"UROPEL" 414.34 330.58
"ABARBI" 39.48 256.44
"GARCHE" 54.87 414.09
"SHORCR" 420.59 112.57
"AGROIN" 489.48 36.76
"UNIDEN" 267.03 250.96
"AGROIN" 477.77 483.3
"UROPEL" 240.38 473.98
"PALACA" 305.78 420.65
"PSYCNI" 198.79 290.3
"NOTHFO" 81.48 156.14
"MEMERO" 195.2 370.63
"PALACA" 99.07 7.25
"HUMBLA" 419.39 35.96
"MESUNA" 276.8 102.12
"AGROIN" 394.34 173.9
"UNIDEN" 481.7 323.75
"PSYCDU" 262.18 456.45
"DIOSQU" 384.91 426.4
"SHORTR" 157.21 187.65
"SHORCR" 333.23 142.75
"UNIDEN" 143.6 308.41
"SHORAF" 212.31 300.14
"MESUFE" 419.81 393.33
"MESUFE" 340.19 239.91
"HUMBLA" 326.9 88.92
"UROPEL" 130.42 82.5
"SHORAF" 413.94 334.71
"SYZYNE" 152.5 170.36
"GAERRO" 237.33 353.37
"MANGZE" 371.52 473.07
"AGROHO" 90.26 75.85
"HUMBLA" 4.4 29.71
"CRYPWI" 89.14 291.15
"CRYPWI" 35.48 439.08
"CINNCA" 499.78 290.45
"SHORAF" 454.17 190.65
"SEMEAC" 44.54 253.25
"AGROIN" 473.1 356.21
"GARCHE" 110.7 408.98
"AGROIN" 379.38 371.5
"BHESCE" 274.92 94.62
"TIMOJA" 176.91 157.83
"HUMBLA" 193.06 343.02
"GAERVA" 117.53 289.52
"PSYCPL" 163.73 441.2
"SHORDI" 410.41 77.7
"AGROIN" 178.42 107.2
"HUMBLA" 18.22 87.16
"AGROIN" 493.57 432.21
"AGROIN" 313.17 5.46
"AGROIN" 234.72 5.68
"HUMBLA" 422.69 95.86
"MESUNA" 410.57 299.45
"SCHUCA" 36.85 330.94
"SHORTR" 301.41 309.86
"AGROIN" 433.42 408.68
"AGROIN" 358.13 107.43
"SCHUCA" 123.43 286.5
"PALATH" 481.51 286.34
"HUMBLA" 394.18 180.45
"SYMPCO" 26.7 438.52
"MYRIDA" 188.07 260.61
"GARCHE" 337.57 419.19
"MESUFE" 239.4 94.64
"HUMBLA" 204.91 73.71
"SHORAF" 394.81 140.25
"SHORAF" 385.17 210.22
"HUMBLA" 263.55 130.8
"LITSLO" 114.95 491.38
"MESUNA" 479.37 414.68
"SHORCR" 398.82 4.61
"AGROIN" 454.91 413.19
"PALACA" 280.87 422.55
"SHORCR" 392.7 279.67
"HUMBLA" 217.32 82.03
"HUMBLA" 318.14 465.67
"LITSLO" 257.84 489.29
"DIOSHI" 255.08 230.55
"DILLRE" 202.3 221.7
"LITSLO" 75.54 261.89
"UNIDEN" 423.3 179.66
"CULLRO" 195.42 67.37
"PSYCDU" 242.07 330
"GONIHO" 389.63 205.52
"GARCHE" 54.17 110.69
"SHORDI" 459.26 235.46
"DIOSHI" 402.26 129.81
"AGROHO" 39.62 77.26
"SYZYNE" 24.24 368.09
"SYZYLI" 124.8 148.89
"SEMEWA" 347.97 232.45
"UNIDEN" 241.18 155.39
"TRICER" 213.48 398.5
"AGROIN" 417.86 473.37
"HUMBLA" 461.69 132.43
"EURYAC" 14.32 232.22
"UNIDEN" 20.65 2.96
"AGROIN" 488.06 479.35
"SHORDI" 436.83 74.47
"AGROHO" 104.89 83.05
"HUMBLA" 416.06 377.21
"AGROIN" 458.9 406.31
"GARCHE" 231.21 153.64
"MESUNA" 5.78 468.5
"HYDNOC" 270.84 389.6
"GARCHE" 232.22 424.12
"SHORDI" 482.55 75.51
"DIOSAC" 319.22 133.02
"PSYCNI" 196.2 249.35
"PSYCNI" 12.18 22.2
"UNIDEN" 152.3 302.57
"PALAPE" 379.5 38.68
"PALACA" 409.03 374.74
"AGROHO" 184.01 125.37
"HUMBLA" 394.61 9.7
"SHORDI" 337.64 229.44
"SEMEGA" 169.8 61.37
"GAERVA" 126.92 448.18
"MEMEAR" 488.03 377.66
"SEMENI" 483.15 310.58
"GAERRO" 196.51 426.89
"MESUFE" 165.33 102.4
"DIOSAC" 494.63 414.06
"SYZYWI" 178.3 271.92
"SHORWO" 433.04 457.89
"AGROIN" 193.47 87.33
"SHORTR" 8.13 368.1
"MESUNA" 450 144.67
"MEMEAR" 474.68 264.35
"AGROIN" 9.6 102.8
"MADHFU" 479.29 196.85
"MEMERO" 362.09 293.48
"MESUNA" 404.65 168.46
"HUMBLA" 435.78 496.87
"ARDIGA" 38.14 142.78
"PAVEIN" 219.31 150.97
"HUMBLA" 276.61 129
"MESUNA" 168.3 341.27
"HUMBLA" 19.67 33.6
"SEMEGA" 58.03 305.96
"ACTIAL" 208.82 260.38
"PALATH" 455.65 99.81
"PAVEIN" 59.87 450.25
"MESUNA" 468.38 187.69
"CULLCE" 124.64 85.1
"SYZYCY" 261.07 201.5
"PSYCNI" 299.91 432.75
"SHORDI" 492.34 217.4
"SHORDI" 430.32 248.48
"AGROIN" 479.79 97.39
"GAERRO" 41.42 310.05
"AGROIN" 299.18 54
"SHORDI" 413.46 141.83
"UNIDEN" 414.03 322.26
"MEMEPR" 55.72 117.28
"MEMERO" 414.59 151.86
"HUMBLA" 309.85 90.94
"HUMBLA" 2.42 483.45
"HUMBLA" 206.65 85.57
"CHAECO" 25.14 469.28
"ACTIAL" 281.22 313.73
"CALOTH" 481.2 312.82
"GAERVA" 253.42 229.02
"MASTTE" 276.67 242.3
"MESUNA" 446.36 121.54
"EURYAC" 276.79 198.27
"MEMEAR" 150.58 395.85
"UROPEL" 163.53 244.45
"HUMBLA" 374.05 104.02
"PALACA" 80.1 125.19
"PALAPE" 401.03 349.53
"UROPEL" 101.86 263.57
"MESUFE" 414.63 130.87
"MANGZE" 433.75 176.82
"HUMBLA" 30.45 107.5
"SYZYNE" 156.35 74.05
"AGROIN" 446.9 249.39
"LIJNGA" 184.76 426.97
"AGROIN" 478.22 165.92
"PSYCNI" 96.9 472.25
"SHORME" 167.97 109.55
"AGROHO" 162.89 77.3
"MANGZE" 238.69 140.38
"GARCHE" 405.54 476.46
"MESUFE" 172.61 69.6
"MESUNA" 366.69 176.46
"GARCHE" 132.18 120.46
"PALACA" 201.49 127.43
"MESUFE" 471.11 243.65
"GOMPTE" 169.09 146.32
"ALLOZE" 60.24 193.3
"HUMBLA" 419.62 85.28
"AGROHO" 185.25 98.33
"SHORAF" 416.36 451.47
"UNIDEN" 262.13 202.9
"ARTONO" 167.73 209.27
"MASTTE" 120.58 41.9
"HUMBLA" 474.76 186.24
"PALATH" 458.81 388.53
"AGROIN" 380.87 387.5
"PALACA" 178.09 161.49
"SHORST" 360.04 310.1
"SHORWO" 435.68 330.15
"MESUFE" 498.04 3.65
"SCHUCA" 57.48 360.22
"GAERVA" 57 226.32
"MESUNA" 3.35 479.3
"SHORWO" 411.14 287.14
"SYZYWI" 73.35 426.24
"HYDNOC" 349.74 255.66
"SEMEGA" 135.37 101.55
"MESUNA" 83.42 361.32
"GOMPTE" 153.79 245.41
"SCHUCA" 67.24 345.77
"AGROIN" 295.41 52
"MESUNA" 220.83 332.86
"AGROIN" 440.35 456.42
"SHORAF" 469.1 243.88
"AGROIN" 417.54 14.95
"AGROHO" 171.13 22.41
"AGROHO" 345.27 469.06
"GLENUN" 312.12 254
"UNIDEN" 278.72 364.85
"UROPEL" 63.84 251.93
"URANAP" 242.75 302.6
"HUMBLA" 148.37 335.15
"AGROIN" 459.85 262.31
"HUMBLA" 145.64 215.47
"MYRIDA" 90.8 371.39
"CULLCE" 350.59 282.36
"SHORAF" 340.31 132.48
"AGROIN" 115.87 197.17
"HUMBLA" 46.22 100.78
"HUMBLA" 359.55 364.9
"CULLRO" 436.06 174.21
"UNIDEN" 272.59 491.7
"SEMEGA" 215.15 154.42
"PSYCNI" 331.47 39.02
"SHORDI" 348.47 49.8
"WALSPI" 78.47 456.01
"SYZYLI" 235 342.08
"AGROIN" 63.27 103.12
"HUMBLA" 151.36 186.33
"PODATH" 170.59 68.35
"CULLRO" 435.27 149.28
"CAMPZE" 156.78 298.55
"UNIDEN" 9.84 421
"SHORCR" 443.55 135.15
"PSYCNI" 249.21 340.05
"SYZYSP" 266.59 196.45
"MASTTE" 150.18 447.1
"SHORDI" 104.55 346.46
"PALACA" 161.91 22.31
"PALACA" 120.35 462.87
"UNIDEN" 386.75 369.91
"NARGMA" 281.88 229.76
"MESUFE" 117.43 37.66
"AGROIN" 149.9 346.81
"SHORDI" 206.8 76.24
"IXORJU" 21.44 26.96
"AGROIN" 362.67 421.67
"SCHUCA" 108.5 136.61
"SHORDI" 396.06 73.33
"PSYCDU" 305.75 497.23
"PSYCNI" 40.1 191.86
"PALACA" 271.42 233.82
"CULLCE" 92.2 5.95
"SHORCR" 385.38 390.81
"PSYCNI" 237.25 374.8
"MEMERO" 311.89 1.08
"MESUFE" 348.54 35.85
"SYZYLI" 222.59 286.18
"GARCHE" 86.18 22.12
"MESUNA" 483.21 429.25
"MESUFE" 163.94 111.04
"MEMEAR" 37.07 17.23
"UROPEL" 416.55 443.9
"AGROHO" 81.7 84.24
"GARCHE" 203.41 459.67
"CULLRO" 141.7 376.72
"MYRIDA" 193.54 284.15
"GARCHE" 317.63 315
"UNIDEN" 80.79 478.49
"SYZYNE" 292.43 252.74
"GARCHE" 20.17 66.43
"HOMACE" 112.5 134.12
"SHORDI" 328.08 2.21
"SHORME" 170.04 104.76
"SHORTR" 46.19 289.1
"PALACA" 348.53 455.99
"XYLOCH" 481.32 324.03
"HUMBLA" 384.8 37.48
"MESUNA" 457.35 455.44
"SHORAF" 413.28 125.19
"SHORDI" 366.53 88.17
"AGROIN" 219.18 86.03
"MESUNA" 475 357.24
"SHORCR" 438.82 416.67
"SHORDI" 496.81 42.98
"UNIDEN" 260.52 384.8
"GARCHE" 61.51 13.47
"ALLOZE" 234.06 308.9
"PALACA" 90.38 32.8
"HUMBLA" 344.95 148.25
"SHORWO" 116.11 218.63
"SCHUCA" 203.21 196
"MANGZE" 230.88 451.8
"AGROIN" 438.96 486.13
"MYRIDA" 292.23 369.59
"MESUNA" 470.49 389.29
"LEEAIN" 54.06 323.52
"GARCHE" 61.88 38.44
"GAERRO" 123.07 407.17
"MESUNA" 207.2 4.95
"AGROHO" 28.85 69.9
"GARCHE" 15.58 409.8
"MEMED_" 470.8 477.6
"UROPEL" 42.86 461.57
"GLYCPE" 442.89 217.75
"UNIDEN" 134.12 284.86
"GONIHO" 472.36 186.49
"UROPEL" 157.31 89.49
"GAERVA" 276.3 414.33
"DIOSHI" 455.09 18.01
"SHORCR" 223.75 380
"SHORME" 353.45 267.72
"SHORME" 366.48 245.58
"SYZYSY" 249.58 302.2
"GARCHE" 283.2 326.6
"AGROIN" 444.96 410.05
"MEMEAR" 15 78.99
"AGROIN" 272.11 8.87
"SHORTR" 267.39 399.85
"MANGZE" 453.64 79.01
"AGROIN" 333.96 99.42
"PSYCNI" 150.32 474.81
"PALATH" 275.66 46.1
"MESUNA" 118.65 185.2
"SHORCR" 101.29 203.09
"SCHUCA" 128.99 496.02
"HUMBLA" 461.64 116.31
"PSYCNI" 130.19 468.98
"SHORDI" 413.27 220.38
"UROPEL" 110.64 101.67
"CHAECO" 89.9 342.55
"SHORAF" 490.38 279.4
"AGROIN" 276.64 48.24
"PALACA" 19.27 239.81
"HUMBLA" 6.84 34.35
"CULLCE" 449.22 382.92
"EURYAC" 453.51 199.36
"AGROIN" 410.98 77.65
"GLENUN" 379.75 243.24
"CINNVE" 419.41 289.08
"SHORTR" 265.09 497.25
"AGROIN" 126.49 359.8
"SHORST" 367.04 328.06
"SHORCR" 238.73 132.74
"GARCHE" 425.29 458.61
"LEEAIN" 89.4 131.36
"SCHUCA" 114.51 456.04
"MESUNA" 381.27 103.39
"HUMBLA" 494.33 422.72
"PALATH" 358.06 93.35
"LEEAIN" 208.56 140.86
"GOMPSE" 42.88 133.4
"GARCTH" 139.42 73.75
"CHAECA" 189 252.26
"SHORAF" 185.49 349.37
"HYDNOC" 315.26 313.66
"CHAECO" 263.87 483.17
"UNIDEN" 386.69 15.57
"HUMBLA" 498.58 445.19
"PODATH" 485.65 257.31
"SHORCR" 339.31 96.31
"PSYCNI" 68.6 424.44
"SCHUCA" 53.46 396.7
"PALATH" 454.38 290.1
"SHORDI" 394.19 101.64
"AGROHO" 165.9 17.26
"SHORCR" 443.73 367.17
"SHORWO" 495.36 322.96
"SYMPCU" 321.18 221.44
"SHORDI" 446.94 51.37
"SHORME" 365.54 281.05
"TIMOJA" 69.91 331.64
"ANISCI" 397.01 445.62
"SHORDI" 387.12 147.68
"DIOSAC" 352.19 226.62
"HUMBLA" 319.95 457.95
"HUMBLA" 111.29 395.66
"AGROIN" 266.67 18.65
"CALOTH" 362.3 309
"PRISTE" 309.1 114.45
"XYLOCH" 438.1 38
"SHORAF" 477.45 189.36
"PSYCNI" 195.48 177.85
"SHORWO" 473.14 304.9
"GARCHE" 63.18 416.19
"ANTIPY" 153.41 211.26
"DIOSHI" 290.8 427.7
"MESUNA" 403.57 286.06
"SEMEWA" 355.93 387.68
"HUMBLA" 150.19 192.97
"MASTTE" 122.85 480.68
"UNIDEN" 24.77 79.1
"AGROHO" 352.72 470.09
"XYLOCH" 276.69 150
"UROPEL" 393.2 184.4
"DIOSHI" 40.65 163.88
"SEMEWA" 174.16 49.26
"SYZYAQ" 290.28 170.46
"MESUFE" 456.82 107.05
"AGROIN" 64.53 110.58
"MEMEAR" 429.02 9.9
"HUMBLA" 102.55 86.78
"HUMBLA" 112.76 69.55
"SHORDI" 405.91 300.19
"ALLOZE" 78.63 175
"PALAPE" 243.55 140.34
"HUMBLA" 348.53 367.74
"MESUFE" 322.5 44.55
"AGROIN" 121.14 205.55
"GARCHE" 276.11 16.59
"HUMBLA" 468.46 109.84
"MESUNA" 436.15 314.47
"CULLCE" 112.41 85.8
"UNIDEN" 2.08 427.45
"GARCHE" 378.27 372.9
"MYRIDA" 219.4 30.66
"AGROIN" 442.92 265.15
"SHORDI" 374.58 14.08
"AGROIN" 213.77 40.15
"CULLCE" 339.82 281.43
"MESUFE" 167.64 32.12
"CULLCE" 485.29 66.15
"MESUFE" 295.37 153.45
"GARCHE" 79.13 104.59
"SYZYSP" 169.08 286.14
"SHORAF" 424.17 425
"LITSIT" 386.55 405.73
"AGROIN" 439.31 72.16
"GARCHE" 425.35 482.19
"SHORAF" 469.18 27.29
"HUMBLA" 86.78 361.36
"DIOSAC" 297.25 113.79
"PODATH" 17.29 432.7
"HUMBLA" 376.06 378.85
"PODATH" 105.72 465.4
"APAMSI" 181.4 170.87
"DESMZE" 328.78 10.59
"HUMBLA" 471.78 160.43
"CULLCE" 314.34 23.97
"ANISCI" 84.69 409.19
"AGROIN" 417.92 323.94
"AGROIN" 79.82 476.89
"GARCHE" 195.2 353.02
"MESUNA" 426.95 116.32
"GARCHE" 26.79 60.26
"GLOCAC" 92.48 275.75
"SHORCR" 457.98 188.82
"PODATH" 209.25 156.86
"AGROIN" 190.2 73.56
"STRONA" 419.61 458.33
"GARCHE" 147.45 175.49
"SYZYWI" 285.46 382.45
"UNIDEN" 22.36 64.64
"SHORAF" 446.57 118.23
"MESUNA" 377.84 90.74
"MESUFE" 423.91 423.82
"SHORTR" 141.15 266.15
"GLOCAC" 241.68 441.32
"MESUNA" 408.98 43.6
